a_AssetID,Phase,i_Identifier,a_Title_Series,a_Title_Episode,a_Date,a_DateType,a_Description,i_Transfer Date,Transfer_Deck,i_TransferNotes,i_FormatPhysical,i_FormatMediaType,i_FormatGeneration,i_ChannelConfiguation,i_Speed,i_Duration,i_Location,i_Box,a_DigitalStorageLocation,a_DigitalStorageLocation copy,Size of AIP (in gb),QC & Caption Notes,a_Description_Type,QC Pass Date,i_Stock,i_Brand,i_CreatorID,i_Date,i_DateType,a_AssetType,i_ConditionNotes,a_Contributers,ia upload,youtube,not in filemaker,cannot be digitized,Rights,CaptionFile,Base,Institution,Collections,Collections 2,formula,Digitized,PsC - Original Tape ID,PsC - Original Label (if different),PsC - Original Date,PsC - Additional Notes on Metadata,On Hold Notes,Transfer Technician,a_Title_Spanish,a_Episode_Number,PcS - CUNY-TV Asset ID on Cassette,Extent
BCSPA141,Completed for Project,BCL03356,Baruch College Special,"Public Management and the Lindsay Years (1966-1973), Part 5: The Challenge of Allocating Limited Resources to Growing Demand for Service in Fire, Police and Sanitation Departments",2010-09-29,Created,"This video is part five of a multi-part series of a two-day symposium ""Public Management and the Lindsay Years (1966-1973)"", presented by Baruch College School of Public Affairs in collaboration with the Museum of the City of New York on September 29 and 30, 2010. 

This session addresses the challenge of allocating limited resources to growing demand for service in Fire, Police and Sanitation Departments. Specific initiatives in these departments were undertaken to address this issue; they were the use of Tactical Control Units in the Fire Department, the Fourth Platoon in the Police Department and a revised Chart Day System in the Sanitation Department. Panelists include: E.S. Savas (Presidential Professor, Baruch College; First Deputy Administrator of NYC in Lindsay Administration), Herbert Elish (Chief Operating Officer, The College Board; Sanitation Commissioner in Lindsay Administration), and Peter Kolesar (Professor Emeritus, Columbia University Analyst; NYC Rand Institute during Lindsay Administration.)

Introductory remarks are made by the symposium's organizer, Stan Altman (Professor of School of Public Affairs and Director of American Humanics at Baruch College.)

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2020-10-28,Digibeta VR18,Set to bars/tone,Betacam SP,Moving Image,Moving image/Master,,,59:48,BOX:BCLB000240 LOC:B3,,E/F00142,0,,,Episode,12/14/2020,,,,2010-09-28,Created,,,"Stan Altman, Herbert Elish, Peter Kolesar, E.S. Savas, ",checked,checked,,,,BCSPA141.srt (https://dl.airtable.com/.attachments/61257c53bd3ff4cf0b0b15940c7a02ce/28bd8172/BCSPA141.srt),,Baruch College Special,,,recQFEToEq9aLH06u,1,,,,,,,,,,1
BCSPA142,Completed for Project,BCL03386,Baruch College Special,"Public Management and the Lindsay Years (1966-1973), Part 6: The Decentralization of Management and Services",2010-09-29,Created,"This video is part six of a multi-part series of a two-day symposium ""Public Management and the Lindsay Years (1966-1973)"", presented by Baruch College School of Public Affairs in collaboration with the Museum of the City of New York on September 29 and 30, 2010. 

This session explores the decentralization of management and services. Lewis Feldstein, who served for 7 years in senior staff positions to Mayor Lindsay, explains the Command Decentralization Program and organizational reforms of the Lindsay years. Craig Hammerman discusses the challenges faced by Brooklyn Community Board 6 (which emerged as part of Lindsay's  decentralization efforts) where he has been District Manager since 1993. Joseph Viteritti, the Blanche D. Blank Professor of Public Policy and Chair of the Department of Urban Affairs & Planning at Hunter College, gives a political context to the Lindsay Years, analyzes management reforms, and ponders where we are today. The program ends with an audience question and answer period which includes comments from Lindsay's Sanitation Commissioner Herbert Elish. 

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2020-10-26,Digibeta VR18,,Betacam SP,Moving Image,Moving image/Master,,,56:35,BOX:BCLB000242 LOC:A3,,E/F00142,0,,,Episode,12/14/2020,,,,2010-09-28,Created,,,"Stan Altman, Lewis Feldstein, Craig Hammerman, Joseph Viteritti",checked,checked,,,,BCSPA142.srt (https://dl.airtable.com/.attachments/025c2150734087d6cffee62398043c87/582bdbfb/BCSPA142.srt),,Baruch College Special,,,recbp2Iuh9v4ob5b4,1,,,,,,,,,,1
BCSPA143,Completed for Project,BCL03381,Baruch College Special,"Public Management and the Lindsay Years (1966-1973), Part 7: NYC OTB (Off-Track Betting)",2010-09-29,Created,"This video is part seven of a multi-part series of a two-day symposium ""Public Management and the Lindsay Years (1966-1973)"", presented by Baruch College School of Public Affairs in collaboration with the Museum of the City of New York on September 29 and 30, 2010. 

This session covers the implementation of OTB (off-track betting) by the Lindsay Administration. Ken Auletta, Author & Journalist, the first Executive Director of OTB during Lindsay Years, discusses Howard Samuel's role in the creation of the OTB Corporation. Jeffrey Kay, COO of Muss Development, shares his insights from his experience as former Director of Mayor Bloomberg's Office of Operations. Stan Altman, symposium organizer, Professor of School of Public Affairs and Director of American Humanics at Baruch College, introduces the speakers.

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2020-10-25,Digibeta VR19,"Set to bars, program seems fine if a little on the bright side",Betacam SP,Moving Image,Moving image/Master,,,58:37,BOX:BCLB000242 LOC:A3,,E/F00146,0,62.4,,Episode,12/14/2020,,,,2010-09-28,Created,,,"Stan Altman, Ken Auletta, Jeffrey Kay ",checked,,,,,BCSPA143.srt (https://dl.airtable.com/.attachments/913a49de9ae16d700022c030dd87c4a6/702d9ba3/BCSPA143.srt),,Baruch College Special,,,recCDUgK49eDznUqI,1,,,,,,,,,,1
BCSPA144,Completed for Project,BCL03385,Baruch College Special,"Public Management and the Lindsay Years (1966-1973), Part 8: The Recruitment of Talent",2010-09-23,Created,"This video is part eight of a multi-part series of a two-day symposium ""Public Management and the Lindsay Years (1966-1973)"", presented by Baruch College School of Public Affairs in collaboration with the Museum of the City of New York on September 29 and 30, 2010. 

Using the recent 50th anniversary of the Peace Corp to frame the discussion, former Lindsay administrators review programs that created opportunity for young people to get involved in local government. Sig Ginsburg (Founder & Director, New York Urban Fellowship Program) begins with a summary of the Urban Fellows program. Ilene Leff (Management Consultant formerly with McKinsey & Co. during Lindsay Years) follows up with remembrances of Lindsay as a next-best JFK for his young recruits, highlighting Lindsay's inclusion of women in decision-making roles. Deborah Sale (Special Circular 90 H.S. Internship Program for Lindsay's Office) provides insight into an opportunity program designed for high school students. Stan Altman (Professor Emeritus and Dean of Baruch College School of Public Affairs) welcomes the panel and Stanley Litow (NYC Urban Corps in Lindsay Administration) moderates after a short summary of the Urban Corps program. 

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2020-10-26,Digibeta VR20,,Betacam SP,Moving Image,Moving image/Master,,,58:35,BOX:BCLB000242 LOC:A3,,E/F00142,0,,,Episode,12/27/2020,,,,2010-09-22,Created,,,"Stan Altman, Signmund G. Ginsburg, Ilene Leff, Stanley S. Litow, Deborah M. Sale",checked,checked,,,,BCSPA144.srt (https://dl.airtable.com/.attachments/4c6b742e62ed26a3588a33b1a0c40958/429b8bc9/BCSPA144.srt),,Baruch College Special,,,rec7BDs8n0O8Sp7EM,1,,,,,,,,,,1
BCSPA145,Completed for Project,BCL03388,Baruch College Special,"Public Management and the Lindsay Years (1966-1973), Part 9: Managing NYC",2010-09-23,Created,"This video is part nine of a multi-part series of a two-day symposium ""Public Management and the Lindsay Years (1966-1973)"", presented by Baruch College School of Public Affairs in collaboration with the Museum of the City of New York on September 29 and 30, 2010. 

In this session, current and former city managers ,recognized for introducing successful innovations into the operation of New York City government, discuss the challenges they faced. Stanley Brezenoff, a veteran NYC public manager beginning with the Ed Koch administration, begins the discussion. Brezenoff is followed by Mayor Lindsay's Commissioner of Sanitation, Herb Elish. Commissioners from the Bloomberg administration, Linda I. Gibbs (Homeless Services) and Caswell Holloway (Environmental Protection) highlight the need for empowering managers so they can e flexible and responsive. Introductory remarks are made by the symposium's organizer, Stan Altman (Professor of School of Public Affairs and Director of American Humanics at Baruch College.)

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 

",2020-10-01,Digibeta VR18,,Betacam SP,Moving Image,Moving image/Master,,,54:15,BOX:BCLB000243 LOC:Q1,,E/F00146,0,59.0,,Episode,10/28/2020,,,,2010-09-22,Created,,,"Stan Altman, Stanley Brezenoff, Herb Elish, Linda I. Gibbs, Caswell Holloway",checked,,,,,BCSPA145.srt (https://dl.airtable.com/.attachments/fc02cfe35b393ef2d164849d402595a6/a70af78d/BCSPA145.srt),,Baruch College Special,,,recGlebKnubTgIUHa,1,,,,,,,,,,1
BCSPA146DV,Completed for Project,"BCSPA146DV, SERVER2, 00032007, 00032009, BCSPA146DV",Baruch College Special,,2011-04-06,,"BARUCH COLLEGE - THE SEC AND INSIDER TRADING, IS THE LINE OF ACCEPTABILITY SHIFTING - MARCH 8, 2011, PROD KOKOBAZ",,,,,,,,,,,,,1,,,,,,,,2011-04-05,,,,,,,,checked,,,,Baruch College Special,,,recR3yGdJh5xrVgXx,,,,,,,,,,,1
BCSPA147BDV,Completed for Project,"BCSPA147DV, SERVER2, 00032030, 00032031, BCSPA147DV",Baruch College Special,"Banking on the Future, Part 1",2011-04-11,,"BARUCH COLLEGE - BANKING ON THE FUTURE, PART 2 - MARCH 14, 2011 - PROD. KOKOBAZ",,,,,,,,,,,,,1,,,,,,,,2011-04-10,,,,,,,,checked,,,,Baruch College Special,,,recm1nL5nZUVSHydG,,,,,,,,,,,1
BCSPA147DV,Completed for Project,"BCSPA147DV, SERVER2, 00032028, 00032029, BCSPA147DV",Baruch College Special,"Banking on the Future, Part 1",2011-04-11,,"BARUCH COLLEGE - BANKING ON THE FUTURE, PART 1 - MARCH 14, 2011 - PROD KOKOBAZ",,,,,,,,,,,,,1,,,,,,,,2011-04-10,,,,,,,,checked,,,,Baruch College Special,,,recMOqx3BR4YdjfVt,,,,,,,,,,,1
BCSPA148,Completed for Project,BCL03387,Baruch College Special,The Madoff Clawbacks: Whose Money Is It?,2011-05-10,Created,"Speaker: Peter Henning. Mod.: Seth Lipner

Taped May 10, 2011

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2020-10-26,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000242 LOC:A3,,E/F00146,0,63.7,,Episode,,,,,2011-05-09,Created,,,,checked,,,,,,,Baruch College Special,,,rect08IrTgohPjQUY,1,,,,,,,,,,1
BCSPA149,Completed for Project,BCL03377,Baruch College Special,Finding the Keys to Consensus on Immigration,2011-05-25,Created,"Baruch College School of Public Affairs presents the Lillie and Nathan Ackerman Lecture Series on Equality and Justice in America. In this episode, Professor Dowell Myers, an urban planner and the author of <i>Immigrants and Boomers: Forging a New Social Contract for the Future of America</i>(Russell Sage, 2007), uses demographic data to challenge common myths about immigration. Illustrating an imminent ""baby boomer tsunami"" of retirees, Myers advocates for investing in immigrants and their children to ensure the financial future of the US. Introduced by David Birdsell (Dean, School of Public Affairs), and Rosalyn Engelman. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).
",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,59:33,BOX:BCLB000242 LOC:A3,,E/F00142,0,,,Episode,,,,,2011-05-24,Created,,,"David Birdsell, Rosalyn Engelman, Dowell Myers",checked,checked,,,,BCSPA149.vtt (https://dl.airtable.com/.attachments/fade9ed45709339918c180cad34b60fd/2e1baa0d/BCSPA149.vtt),,Baruch College Special,,,recssyzN7Qr84ghgn,1,,,,,,,,,,1
BCSPA150DV,Completed for Project,DVC00305,Baruch College Special,"Immigration & Services in NYC, Part 1",2011-05-25,Created,"The Mayor's Office of Immigrant Affairs, in partnership with The Baruch College School of Public Affairs, presents a three part series on providing city services to immigrants and immigrant communities. In the first part, Professors Mickey Blum and Douglas Muzzio report on the results of a recent survey on New Yorkers' attitudes toward immigrants. 

Introductions and welcoming remarks are given by David Birdsell (Dean, School of Public Affairs), Mitchel B. Wallerstein (President, Baruch College), Carol Robles-Roman (Deputy Mayor, City of New York), and James McCarthy (Provost, Baruch College). Alan Aviles (President & CEO, New York City Health and Hospitals Corp.) is the symposium's keynote speaker.

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-02-17,DVCam 2 (Sony HVR-M15U),,DVCPro,Moving Image,Moving image/Master,,,,BOX:DVCB000007,,CLIR Ingest Drive,0,,,Episode,,,Panasonic,,2011-05-24,Created,,,"David Birdsell, Mickey Blum, James McCarthy, Douglas Muzzio, Carol Robles-Roman, Mitchel B. Wallerstein",checked,,,,,,,Baruch College Special,,,recfZlpzjVnuKbVrc,1,,,,,,,,,,1
BCSPA150DV; BCSPA150DV,Completed for Project,"BCSPA150DV, SERVER2, 00032897, 00032901, BCSPA150DV, BCSPA150DV",Baruch College Special,"Immigration and Services in NYC, Part 1 of 3",2011-06-10,,"BARUCH COLLEGE - IMMIGRATION & SERVICES IN NYC, PART 1 OF 3.  MAY 25, 2011.",,,,,,,,,,,,,1,,,,,,,,2011-06-09,,,,,,,,checked,,,,Baruch College Special,,,recoMUvLPBKdpLQth,,,,,,,,,,,1
BCSPA151DV,Completed for Project,DVC00836,Baruch College Special,"Immigration & Services in NYC, Part 2",2011-05-25,Created,"The Mayor's Office of Immigrant Affairs, in partnership with The Baruch College School of Public Affairs, presents a three part series on providing city services to immigrants and immigrant communities. Part two is a panel discussion on educational and economic opportunity, moderated by Jay Hershenson (Senior Vice Chancellor for University Relations, CUNY). Panelists include: 

Ken Guest, Professor of Anthropology, Baruch College
Ke Liang, Assistant Professor of Sociology & Anthropology, Baruch College
Melanie Reyes, Education Advocate, New York Immigration Coalition
Laura Rodriguez, Deputy Chancellor for Disabilities & ELL, NYCDOE
Robert Courtney Smith, Professor of Public Affairs, Baruch College
Edwin Melèndez, Professor of Urban Affairs and Planning, Hunter College Director of the Center for Puerto Rican Studies
Vilna Bashi Treitler, Professor of Black & Hispanic Studies, Baruch College

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).
",2021-02-17,DVCam 0 (Sony HVR-M15U),,DVCPro,Moving Image,Moving image/Master,,,,BOX:DVCB000019,,CLIR Ingest Drive,0,,,Episode,,,Panasonic,,2011-05-24,Created,,,"Jay Hershenson, Ken Guest, Ke Liang, Edwin Melèndez, Melanie Reyes, Laura Rodriguez, Vilna Bashi Treitle Robert Courtney Smith, ",checked,,,,,,,Baruch College Special,,,reczQjZBkA9FgQ52z,1,,,,,,,,,,1
BCSPA151DV,Completed for Project,"BCSPA151DV, SERVER2, 00032953, 00032954, BCSPA151DV",Baruch College Special,"Immigration and Services in NYC, Part 2 of 3",2011-06-17,,"BARUCH COLLEGE - IMMIGRATION & SERVICES IN NYC, PART 2 OF 3.  MAY 25, 2011.",,,,,,,,,,,,,1,,,,,,,,2011-06-16,,,,,,,,checked,,,,Baruch College Special,,,recxf2I3UgYPTkUHt,,,,,,,,,,,1
BCSPA152,Completed for Project,BCL03366,Baruch College Special,"CUNY TV; Birdsell, David; Mollenkopf, John; Dunn, Sandra; Sada, Carlos M.; Shama, Fatima; Varsanyi, Monica; de Graauw, Els; Awad, Rafet",2011-05-25,Created,"The first panel is titled ""Civic and Political Engagement in Immigrant Communities."" Panelists include David Birdsell, John Mollenkopf, Sandra Dunn, Carlos Sada, and Fatima Shama. The second panel is titled ""Immigration and Law Enforcement"" with Monica Varsanyi, Els de Graauw, and Sgt. Rafet Awad. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,59:02,BOX:DVCB000005 ; BCL03366 BOX:BCLB000241 LOC:B2 ; B,,E/F00048,0,,,Episode,,,,,2011-05-24,Created,,,"CUNY TV; Birdsell, David; Mollenkopf, John; Dunn, Sandra; Sada, Carlos M.; Shama, Fatima; Varsanyi, Monica; de Graauw, Els; Awad, Rafet",checked,,,,,,,Baruch College Special,,,rec50qedi6oTFonCv,1,,,,,,,,,,1
